edu_level,education_groups,top_jobs,job_percent,top_job_links,link,identifier,noc
College/CEGEP,Accounting,Accounting and related clerks,11.99,/marketreport/summary-occupation/14122/ca,/14122/ca,Accounting: College/CEGEP,NOC 1431
College/CEGEP,Accounting,Financial auditors and accountants,11.23,/marketreport/summary-occupation/131/ca,/131/ca,Accounting: College/CEGEP,NOC 1111
College/CEGEP,Accounting,Accounting technicians and bookkeepers,10.46,/marketreport/summary-occupation/24500/ca,/24500/ca,Accounting: College/CEGEP,NOC 1311
College/CEGEP,Accounting,Administrative officers,3.92,/marketreport/summary-occupation/12462/ca,/12462/ca,Accounting: College/CEGEP,NOC 1221
College/CEGEP,Accounting,Retail salespersons,3.25,/marketreport/summary-occupation/20599/ca,/20599/ca,Accounting: College/CEGEP,NOC 6421
College/CEGEP,Accounting,Administrative assistants,3.06,/marketreport/summary-occupation/24789/ca,/24789/ca,Accounting: College/CEGEP,NOC 1241
College/CEGEP,Accounting,Retail and wholesale trade managers,2.63,/marketreport/summary-occupation/17600/ca,/17600/ca,Accounting: College/CEGEP,NOC 621
College/CEGEP,Accounting,General office support workers,2.53,/marketreport/summary-occupation/12609/ca,/12609/ca,Accounting: College/CEGEP,NOC 1411
College/CEGEP,Accounting,Other customer and information services representatives,2.48,/marketreport/summary-occupation/15205/ca,/15205/ca,Accounting: College/CEGEP,NOC nan
College/CEGEP,Accounting,Customer services representatives - financial institutions,2.05,/marketreport/summary-occupation/14140/ca,/14140/ca,Accounting: College/CEGEP,NOC 6551
Bachelor's degree,Accounting,Financial auditors and accountants,46.95,/marketreport/summary-occupation/131/ca,/131/ca,Accounting: Bachelor's degree,NOC 1111
Bachelor's degree,Accounting,Financial and investment analysts,7.35,/marketreport/summary-occupation/12421/ca,/12421/ca,Accounting: Bachelor's degree,NOC 1112
Bachelor's degree,Accounting,Accounting and related clerks,7.05,/marketreport/summary-occupation/14122/ca,/14122/ca,Accounting: Bachelor's degree,NOC 1431
Bachelor's degree,Accounting,Financial managers,5.44,/marketreport/summary-occupation/1225/ca,/1225/ca,Accounting: Bachelor's degree,NOC 111
Bachelor's degree,Accounting,Accounting technicians and bookkeepers,3.66,/marketreport/summary-occupation/24500/ca,/24500/ca,Accounting: Bachelor's degree,NOC 1311
Bachelor's degree,Accounting,Other financial officers,2.41,/marketreport/summary-occupation/194/ca,/194/ca,Accounting: Bachelor's degree,NOC 1114
Bachelor's degree,Accounting,Administrative officers,1.29,/marketreport/summary-occupation/12462/ca,/12462/ca,Accounting: Bachelor's degree,NOC 1221
Bachelor's degree,Accounting,Professional occupations in business management consulting,1.19,/marketreport/summary-occupation/310/ca,/310/ca,Accounting: Bachelor's degree,NOC 1122
Bachelor's degree,Accounting,Financial sales representatives,1.19,/marketreport/summary-occupation/24825/ca,/24825/ca,Accounting: Bachelor's degree,NOC 6235
Bachelor's degree,Accounting,Retail salespersons,1.02,/marketreport/summary-occupation/20599/ca,/20599/ca,Accounting: Bachelor's degree,NOC 6421
Master's degree,Accounting,Financial auditors and accountants,50.91,/marketreport/summary-occupation/131/ca,/131/ca,Accounting: Master's degree,NOC 1111
Master's degree,Accounting,Financial managers,11.82,/marketreport/summary-occupation/1225/ca,/1225/ca,Accounting: Master's degree,NOC 111
Master's degree,Accounting,Accounting and related clerks,5.45,/marketreport/summary-occupation/14122/ca,/14122/ca,Accounting: Master's degree,NOC 1431
Master's degree,Accounting,Other financial officers,3.64,/marketreport/summary-occupation/194/ca,/194/ca,Accounting: Master's degree,NOC 1114
Master's degree,Accounting,Financial and investment analysts,3.41,/marketreport/summary-occupation/12421/ca,/12421/ca,Accounting: Master's degree,NOC 1112
Master's degree,Accounting,"Senior managers - financial, communications and other business services",1.59,/marketreport/summary-occupation/1036/ca,/1036/ca,Accounting: Master's degree,NOC 13
Master's degree,Accounting,Accounting technicians and bookkeepers,1.59,/marketreport/summary-occupation/24500/ca,/24500/ca,Accounting: Master's degree,NOC 1311
Master's degree,Accounting,"Banking, credit and other investment managers",1.36,/marketreport/summary-occupation/17461/ca,/17461/ca,Accounting: Master's degree,NOC 122
Master's degree,Accounting,"Insurance, real estate and financial brokerage managers",1.14,/marketreport/summary-occupation/14598/ca,/14598/ca,Accounting: Master's degree,NOC 121
Master's degree,Accounting,University professors and lecturers,1.14,/marketreport/summary-occupation/4707/ca,/4707/ca,Accounting: Master's degree,NOC 4011
Other trades certificate or diploma,Other computer and information sciences and support services,Computer network technicians,8.43,/marketreport/summary-occupation/24514/ca,/24514/ca,Other computer and information sciences and support services: Other trades certificate or diploma,NOC 2281
Other trades certificate or diploma,Other computer and information sciences and support services,Computer programmers and interactive media developers,6.02,/marketreport/summary-occupation/22534/ca,/22534/ca,Other computer and information sciences and support services: Other trades certificate or diploma,NOC 2174
Other trades certificate or diploma,Other computer and information sciences and support services,User support technicians,6.02,/marketreport/summary-occupation/3772/ca,/3772/ca,Other computer and information sciences and support services: Other trades certificate or diploma,NOC 2282
Other trades certificate or diploma,Other computer and information sciences and support services,Electronic service technicians (household and business equipment),6.02,/marketreport/summary-occupation/3296/ca,/3296/ca,Other computer and information sciences and support services: Other trades certificate or diploma,NOC 2242
Other trades certificate or diploma,Other computer and information sciences and support services,Information systems analysts and consultants,4.82,/marketreport/summary-occupation/22510/ca,/22510/ca,Other computer and information sciences and support services: Other trades certificate or diploma,NOC 2171
Other trades certificate or diploma,Other computer and information sciences and support services,Retail salespersons,4.82,/marketreport/summary-occupation/20599/ca,/20599/ca,Other computer and information sciences and support services: Other trades certificate or diploma,NOC 6421
Other trades certificate or diploma,Other computer and information sciences and support services,"Nurse aides, orderlies and patient service associates",3.61,/marketreport/summary-occupation/15798/ca,/15798/ca,Other computer and information sciences and support services: Other trades certificate or diploma,NOC 3413
Other trades certificate or diploma,Other computer and information sciences and support services,Other customer and information services representatives,3.61,/marketreport/summary-occupation/15205/ca,/15205/ca,Other computer and information sciences and support services: Other trades certificate or diploma,NOC nan
Other trades certificate or diploma,Other computer and information sciences and support services,Graphic arts technicians,3.61,/marketreport/summary-occupation/21017/ca,/21017/ca,Other computer and information sciences and support services: Other trades certificate or diploma,NOC 5223
Other trades certificate or diploma,Other computer and information sciences and support services,Graphic designers and illustrators,3.61,/marketreport/summary-occupation/5747/ca,/5747/ca,Other computer and information sciences and support services: Other trades certificate or diploma,NOC 5241
College/CEGEP,Other computer and information sciences and support services,Computer programmers and interactive media developers,13.32,/marketreport/summary-occupation/22534/ca,/22534/ca,Other computer and information sciences and support services: College/CEGEP,NOC 2174
College/CEGEP,Other computer and information sciences and support services,Computer network technicians,12.54,/marketreport/summary-occupation/24514/ca,/24514/ca,Other computer and information sciences and support services: College/CEGEP,NOC 2281
College/CEGEP,Other computer and information sciences and support services,Information systems analysts and consultants,11.71,/marketreport/summary-occupation/22510/ca,/22510/ca,Other computer and information sciences and support services: College/CEGEP,NOC 2171
College/CEGEP,Other computer and information sciences and support services,Web designers and developers,7.36,/marketreport/summary-occupation/24513/ca,/24513/ca,Other computer and information sciences and support services: College/CEGEP,NOC 2175
College/CEGEP,Other computer and information sciences and support services,User support technicians,6.74,/marketreport/summary-occupation/3772/ca,/3772/ca,Other computer and information sciences and support services: College/CEGEP,NOC 2282
College/CEGEP,Other computer and information sciences and support services,Retail salespersons,3.01,/marketreport/summary-occupation/20599/ca,/20599/ca,Other computer and information sciences and support services: College/CEGEP,NOC 6421
College/CEGEP,Other computer and information sciences and support services,Electronic service technicians (household and business equipment),2.9,/marketreport/summary-occupation/3296/ca,/3296/ca,Other computer and information sciences and support services: College/CEGEP,NOC 2242
College/CEGEP,Other computer and information sciences and support services,Computer and information systems managers,2.75,/marketreport/summary-occupation/1433/ca,/1433/ca,Other computer and information sciences and support services: College/CEGEP,NOC 213
College/CEGEP,Other computer and information sciences and support services,Other customer and information services representatives,2.69,/marketreport/summary-occupation/15205/ca,/15205/ca,Other computer and information sciences and support services: College/CEGEP,NOC nan
College/CEGEP,Other computer and information sciences and support services,Graphic designers and illustrators,2.02,/marketreport/summary-occupation/5747/ca,/5747/ca,Other computer and information sciences and support services: College/CEGEP,NOC 5241
Bachelor's degree,Other computer and information sciences and support,Information systems analysts and consultants,19.56,/marketreport/summary-occupation/22510/ca,/22510/ca,Other computer and information sciences and support: Bachelor's degree,NOC 2171
Bachelor's degree,Other computer and information sciences and support,Computer programmers and interactive media developers,15.01,/marketreport/summary-occupation/22534/ca,/22534/ca,Other computer and information sciences and support: Bachelor's degree,NOC 2174
Bachelor's degree,Other computer and information sciences and support,Computer network technicians,7.93,/marketreport/summary-occupation/24514/ca,/24514/ca,Other computer and information sciences and support: Bachelor's degree,NOC 2281
Bachelor's degree,Other computer and information sciences and support,Web designers and developers,5.23,/marketreport/summary-occupation/24513/ca,/24513/ca,Other computer and information sciences and support: Bachelor's degree,NOC 2175
Bachelor's degree,Other computer and information sciences and support,User support technicians,4.38,/marketreport/summary-occupation/3772/ca,/3772/ca,Other computer and information sciences and support: Bachelor's degree,NOC 2282
Bachelor's degree,Other computer and information sciences and support,Computer and information systems managers,3.71,/marketreport/summary-occupation/1433/ca,/1433/ca,Other computer and information sciences and support: Bachelor's degree,NOC 213
Bachelor's degree,Other computer and information sciences and support,Software engineers and designers,3.54,/marketreport/summary-occupation/5482/ca,/5482/ca,Other computer and information sciences and support: Bachelor's degree,NOC 2173
Bachelor's degree,Other computer and information sciences and support,Graphic designers and illustrators,3.37,/marketreport/summary-occupation/5747/ca,/5747/ca,Other computer and information sciences and support: Bachelor's degree,NOC 5241
Bachelor's degree,Other computer and information sciences and support,Computer engineers (except software engineers and designers),2.36,/marketreport/summary-occupation/5402/ca,/5402/ca,Other computer and information sciences and support: Bachelor's degree,NOC 2147
Bachelor's degree,Other computer and information sciences and support,Administrative officers,2.02,/marketreport/summary-occupation/12462/ca,/12462/ca,Other computer and information sciences and support: Bachelor's degree,NOC 1221
Master's degree,Other computer and information sciences and support,Information systems analysts and consultants,18.01,/marketreport/summary-occupation/22510/ca,/22510/ca,Other computer and information sciences and support: Master's degree,NOC 2171
Master's degree,Other computer and information sciences and support,Librarians,11.85,/marketreport/summary-occupation/5263/ca,/5263/ca,Other computer and information sciences and support: Master's degree,NOC 5111
Master's degree,Other computer and information sciences and support,Computer programmers and interactive media developers,7.58,/marketreport/summary-occupation/22534/ca,/22534/ca,Other computer and information sciences and support: Master's degree,NOC 2174
Master's degree,Other computer and information sciences and support,Computer engineers (except software engineers and designers),7.11,/marketreport/summary-occupation/5402/ca,/5402/ca,Other computer and information sciences and support: Master's degree,NOC 2147
Master's degree,Other computer and information sciences and support,Computer network technicians,6.64,/marketreport/summary-occupation/24514/ca,/24514/ca,Other computer and information sciences and support: Master's degree,NOC 2281
Master's degree,Other computer and information sciences and support,Software engineers and designers,5.69,/marketreport/summary-occupation/5482/ca,/5482/ca,Other computer and information sciences and support: Master's degree,NOC 2173
Master's degree,Other computer and information sciences and support,Computer and information systems managers,3.32,/marketreport/summary-occupation/1433/ca,/1433/ca,Other computer and information sciences and support: Master's degree,NOC 213
Master's degree,Other computer and information sciences and support,Library and public archive technicians,2.84,/marketreport/summary-occupation/5498/ca,/5498/ca,Other computer and information sciences and support: Master's degree,NOC 5211
Master's degree,Other computer and information sciences and support,Professional occupations in business management consulting,2.37,/marketreport/summary-occupation/310/ca,/310/ca,Other computer and information sciences and support: Master's degree,NOC 1122
Master's degree,Other computer and information sciences and support,Web designers and developers,2.37,/marketreport/summary-occupation/24513/ca,/24513/ca,Other computer and information sciences and support: Master's degree,NOC 2175
College/CEGEP,Physical sciences,Chemical technologists and technicians,5.13,/marketreport/summary-occupation/2974/ca,/2974/ca,Physical sciences: College/CEGEP,NOC 2211
College/CEGEP,Physical sciences,Retail salespersons,4.03,/marketreport/summary-occupation/20599/ca,/20599/ca,Physical sciences: College/CEGEP,NOC 6421
College/CEGEP,Physical sciences,Food and beverage servers,3.3,/marketreport/summary-occupation/6641/ca,/6641/ca,Physical sciences: College/CEGEP,NOC 6513
College/CEGEP,Physical sciences,Opticians,2.93,/marketreport/summary-occupation/4345/ca,/4345/ca,Physical sciences: College/CEGEP,NOC 3231
College/CEGEP,Physical sciences,Other medical technologists and technicians (except dental health),2.93,/marketreport/summary-occupation/4324/ca,/4324/ca,Physical sciences: College/CEGEP,NOC 3219
College/CEGEP,Physical sciences,Geological and mineral technologists and technicians,2.2,/marketreport/summary-occupation/3029/ca,/3029/ca,Physical sciences: College/CEGEP,NOC 2212
College/CEGEP,Physical sciences,"Store shelf stockers, clerks and order fillers",2.2,/marketreport/summary-occupation/14273/ca,/14273/ca,Physical sciences: College/CEGEP,NOC 6622
College/CEGEP,Physical sciences,Computer programmers and interactive media developers,2.2,/marketreport/summary-occupation/22534/ca,/22534/ca,Physical sciences: College/CEGEP,NOC 2174
College/CEGEP,Physical sciences,Retail and wholesale trade managers,1.83,/marketreport/summary-occupation/17600/ca,/17600/ca,Physical sciences: College/CEGEP,NOC 621
College/CEGEP,Physical sciences,Chemists,1.83,/marketreport/summary-occupation/20049/ca,/20049/ca,Physical sciences: College/CEGEP,NOC 2112
Bachelor's degree,Physics,Post-secondary teaching and research assistants,10.26,/marketreport/summary-occupation/22848/ca,/22848/ca,Physics: Bachelor's degree,NOC 4012
Bachelor's degree,Physics,Secondary school teachers,6.67,/marketreport/summary-occupation/15904/ca,/15904/ca,Physics: Bachelor's degree,NOC 4031
Bachelor's degree,Physics,Computer programmers and interactive media developers,5.64,/marketreport/summary-occupation/22534/ca,/22534/ca,Physics: Bachelor's degree,NOC 2174
Bachelor's degree,Physics,Commissioned officers of the Canadian Armed Forces,4.62,/marketreport/summary-occupation/27129/ca,/27129/ca,Physics: Bachelor's degree,NOC 433
Bachelor's degree,Physics,Physicists and astronomers,3.59,/marketreport/summary-occupation/2496/ca,/2496/ca,Physics: Bachelor's degree,NOC 2111
Bachelor's degree,Physics,Information systems analysts and consultants,3.59,/marketreport/summary-occupation/22510/ca,/22510/ca,Physics: Bachelor's degree,NOC 2171
Bachelor's degree,Physics,Professional occupations in business management consulting,2.05,/marketreport/summary-occupation/310/ca,/310/ca,Physics: Bachelor's degree,NOC 1122
Bachelor's degree,Physics,Corporate sales managers,1.54,/marketreport/summary-occupation/26635/ca,/26635/ca,Physics: Bachelor's degree,NOC 601
Bachelor's degree,Physics,Paramedical occupations,1.54,/marketreport/summary-occupation/24525/ca,/24525/ca,Physics: Bachelor's degree,NOC 3234
Bachelor's degree,Physics,Electrical and electronics engineering technologists and technicians,1.54,/marketreport/summary-occupation/18010/ca,/18010/ca,Physics: Bachelor's degree,NOC 2241
Master's degree,Physics,Post-secondary teaching and research assistants,17.11,/marketreport/summary-occupation/22848/ca,/22848/ca,Physics: Master's degree,NOC 4012
Master's degree,Physics,College and other vocational instructors,15.79,/marketreport/summary-occupation/22989/ca,/22989/ca,Physics: Master's degree,NOC 4021
Master's degree,Physics,Physicists and astronomers,6.58,/marketreport/summary-occupation/2496/ca,/2496/ca,Physics: Master's degree,NOC 2111
Master's degree,Physics,Computer programmers and interactive media developers,5.26,/marketreport/summary-occupation/22534/ca,/22534/ca,Physics: Master's degree,NOC 2174
Master's degree,Physics,University professors and lecturers,3.95,/marketreport/summary-occupation/4707/ca,/4707/ca,Physics: Master's degree,NOC 4011
Master's degree,Physics,"Natural and applied science policy researchers, consultants and program officers",3.95,/marketreport/summary-occupation/3855/ca,/3855/ca,Physics: Master's degree,NOC 4161
Master's degree,Physics,Secondary school teachers,2.63,/marketreport/summary-occupation/15904/ca,/15904/ca,Physics: Master's degree,NOC 4031
Other trades certificate or diploma,Technicians in Performing Arts,Photographers,29.41,/marketreport/summary-occupation/5514/ca,/5514/ca,Technicians in Performing Arts: Other trades certificate or diploma,NOC 5221
Other trades certificate or diploma,Technicians in Performing Arts,"Advertising, marketing and public relations managers",17.65,/marketreport/summary-occupation/12360/ca,/12360/ca,Technicians in Performing Arts: Other trades certificate or diploma,NOC 124
College/CEGEP,Technicians in Performing Arts,"Producers, directors, choreographers and related occupations",6.35,/marketreport/summary-occupation/7910/ca,/7910/ca,Technicians in Performing Arts: College/CEGEP,NOC 5131
College/CEGEP,Technicians in Performing Arts,Retail salespersons,5.6,/marketreport/summary-occupation/20599/ca,/20599/ca,Technicians in Performing Arts: College/CEGEP,NOC 6421
College/CEGEP,Technicians in Performing Arts,Food and beverage servers,5.1,/marketreport/summary-occupation/6641/ca,/6641/ca,Technicians in Performing Arts: College/CEGEP,NOC 6513
College/CEGEP,Technicians in Performing Arts,Photographers,4.51,/marketreport/summary-occupation/5514/ca,/5514/ca,Technicians in Performing Arts: College/CEGEP,NOC 5221
College/CEGEP,Technicians in Performing Arts,Retail and wholesale trade managers,4.09,/marketreport/summary-occupation/17600/ca,/17600/ca,Technicians in Performing Arts: College/CEGEP,NOC 621
College/CEGEP,Technicians in Performing Arts,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3.43,/marketreport/summary-occupation/21066/ca,/21066/ca,Technicians in Performing Arts: College/CEGEP,NOC 5226
College/CEGEP,Technicians in Performing Arts,Actors and comedians,3.09,/marketreport/summary-occupation/16209/ca,/16209/ca,Technicians in Performing Arts: College/CEGEP,NOC 5135
College/CEGEP,Technicians in Performing Arts,"Food counter attendants, kitchen helpers and related support occupations",2.67,/marketreport/summary-occupation/17215/ca,/17215/ca,Technicians in Performing Arts: College/CEGEP,NOC 6711
College/CEGEP,Technicians in Performing Arts,"Support occupations in motion pictures, broadcasting, photography and the performing arts",2.51,/marketreport/summary-occupation/5623/ca,/5623/ca,Technicians in Performing Arts: College/CEGEP,NOC 5227
College/CEGEP,Technicians in Performing Arts,Audio and video recording technicians,2.17,/marketreport/summary-occupation/5570/ca,/5570/ca,Technicians in Performing Arts: College/CEGEP,NOC 5225
Bachelor's degree,Other visual and performing arts,"Producers, directors, choreographers and related occupations",6.33,/marketreport/summary-occupation/7910/ca,/7910/ca,Other visual and performing arts: Bachelor's degree,NOC 5131
Bachelor's degree,Other visual and performing arts,Food and beverage servers,4.83,/marketreport/summary-occupation/6641/ca,/6641/ca,Other visual and performing arts: Bachelor's degree,NOC 6513
Bachelor's degree,Other visual and performing arts,Retail salespersons,4.33,/marketreport/summary-occupation/20599/ca,/20599/ca,Other visual and performing arts: Bachelor's degree,NOC 6421
Bachelor's degree,Other visual and performing arts,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3.33,/marketreport/summary-occupation/21066/ca,/21066/ca,Other visual and performing arts: Bachelor's degree,NOC 5226
Bachelor's degree,Other visual and performing arts,Actors and comedians,3.25,/marketreport/summary-occupation/16209/ca,/16209/ca,Other visual and performing arts: Bachelor's degree,NOC 5135
Bachelor's degree,Other visual and performing arts,"Professional occupations in advertising, marketing and public relations",2.83,/marketreport/summary-occupation/24813/ca,/24813/ca,Other visual and performing arts: Bachelor's degree,NOC 1123
Bachelor's degree,Other visual and performing arts,"Food counter attendants, kitchen helpers and related support occupations",2.75,/marketreport/summary-occupation/17215/ca,/17215/ca,Other visual and performing arts: Bachelor's degree,NOC 6711
Bachelor's degree,Other visual and performing arts,Graphic designers and illustrators,2.41,/marketreport/summary-occupation/5747/ca,/5747/ca,Other visual and performing arts: Bachelor's degree,NOC 5241
Bachelor's degree,Other visual and performing arts,Retail and wholesale trade managers,2.25,/marketreport/summary-occupation/17600/ca,/17600/ca,Other visual and performing arts: Bachelor's degree,NOC 621
Bachelor's degree,Other visual and performing arts,Photographers,2.16,/marketreport/summary-occupation/5514/ca,/5514/ca,Other visual and performing arts: Bachelor's degree,NOC 5221
Master's degree,Other visual and performing arts,Secondary school teachers,9.01,/marketreport/summary-occupation/15904/ca,/15904/ca,Other visual and performing arts: Master's degree,NOC 4031
Master's degree,Other visual and performing arts,"Producers, directors, choreographers and related occupations",8.11,/marketreport/summary-occupation/7910/ca,/7910/ca,Other visual and performing arts: Master's degree,NOC 5131
Master's degree,Other visual and performing arts,"Painters, sculptors and other visual artists",8.11,/marketreport/summary-occupation/8055/ca,/8055/ca,Other visual and performing arts: Master's degree,NOC 5136
Master's degree,Other visual and performing arts,Administrative officers,4.5,/marketreport/summary-occupation/12462/ca,/12462/ca,Other visual and performing arts: Master's degree,NOC 1221
Master's degree,Other visual and performing arts,Graphic designers and illustrators,4.5,/marketreport/summary-occupation/5747/ca,/5747/ca,Other visual and performing arts: Master's degree,NOC 5241
Master's degree,Other visual and performing arts,College and other vocational instructors,4.5,/marketreport/summary-occupation/22989/ca,/22989/ca,Other visual and performing arts: Master's degree,NOC 4021
Master's degree,Other visual and performing arts,"Library, archive, museum and art gallery managers",3.6,/marketreport/summary-occupation/12279/ca,/12279/ca,Other visual and performing arts: Master's degree,NOC 511
Master's degree,Other visual and performing arts,Retail salespersons,3.6,/marketreport/summary-occupation/20599/ca,/20599/ca,Other visual and performing arts: Master's degree,NOC 6421
Master's degree,Other visual and performing arts,Dancers,3.6,/marketreport/summary-occupation/8013/ca,/8013/ca,Other visual and performing arts: Master's degree,NOC 5134
Master's degree,Other visual and performing arts,University professors and lecturers,3.6,/marketreport/summary-occupation/4707/ca,/4707/ca,Other visual and performing arts: Master's degree,NOC 4011
College/CEGEP,"Business, management, marketing, and related support services, Other",Administrative assistants,6.33,/marketreport/summary-occupation/24789/ca,/24789/ca,"Business, management, marketing, and related support services, Other: College/CEGEP",NOC 1241
College/CEGEP,"Business, management, marketing, and related support services, Other",Administrative officers,5.38,/marketreport/summary-occupation/12462/ca,/12462/ca,"Business, management, marketing, and related support services, Other: College/CEGEP",NOC 1221
College/CEGEP,"Business, management, marketing, and related support services, Other",Retail salespersons,4.89,/marketreport/summary-occupation/20599/ca,/20599/ca,"Business, management, marketing, and related support services, Other: College/CEGEP",NOC 6421
College/CEGEP,"Business, management, marketing, and related support services, Other",Retail and wholesale trade managers,4.58,/marketreport/summary-occupation/17600/ca,/17600/ca,"Business, management, marketing, and related support services, Other: College/CEGEP",NOC 621
College/CEGEP,"Business, management, marketing, and related support services, Other",General office support workers,4.05,/marketreport/summary-occupation/12609/ca,/12609/ca,"Business, management, marketing, and related support services, Other: College/CEGEP",NOC 1411
College/CEGEP,"Business, management, marketing, and related support services, Other",Other customer and information services representatives,3.27,/marketreport/summary-occupation/15205/ca,/15205/ca,"Business, management, marketing, and related support services, Other: College/CEGEP",NOC nan
College/CEGEP,"Business, management, marketing, and related support services, Other",Accounting and related clerks,2.35,/marketreport/summary-occupation/14122/ca,/14122/ca,"Business, management, marketing, and related support services, Other: College/CEGEP",NOC 1431
College/CEGEP,"Business, management, marketing, and related support services, Other",Receptionists,1.95,/marketreport/summary-occupation/24391/ca,/24391/ca,"Business, management, marketing, and related support services, Other: College/CEGEP",NOC 1414
College/CEGEP,"Business, management, marketing, and related support services, Other",Other financial officers,1.85,/marketreport/summary-occupation/194/ca,/194/ca,"Business, management, marketing, and related support services, Other: College/CEGEP",NOC 1114
College/CEGEP,"Business, management, marketing, and related support services, Other",Customer services representatives - financial institutions,1.73,/marketreport/summary-occupation/14140/ca,/14140/ca,"Business, management, marketing, and related support services, Other: College/CEGEP",NOC 6551
Bachelor's degree,Business and commerce and administrations,Financial auditors and accountants,6.76,/marketreport/summary-occupation/131/ca,/131/ca,Business and commerce and administrations: Bachelor's degree,NOC 1111
Bachelor's degree,Business and commerce and administrations,Other financial officers,4.65,/marketreport/summary-occupation/194/ca,/194/ca,Business and commerce and administrations: Bachelor's degree,NOC 1114
Bachelor's degree,Business and commerce and administrations,Financial and investment analysts,3.49,/marketreport/summary-occupation/12421/ca,/12421/ca,Business and commerce and administrations: Bachelor's degree,NOC 1112
Bachelor's degree,Business and commerce and administrations,Retail and wholesale trade managers,3.35,/marketreport/summary-occupation/17600/ca,/17600/ca,Business and commerce and administrations: Bachelor's degree,NOC 621
Bachelor's degree,Business and commerce and administrations,Business development officers and marketing researchers and consultants,2.93,/marketreport/summary-occupation/3916/ca,/3916/ca,Business and commerce and administrations: Bachelor's degree,NOC 4163
Bachelor's degree,Business and commerce and administrations,"Professional occupations in advertising, marketing and public relations",2.91,/marketreport/summary-occupation/24813/ca,/24813/ca,Business and commerce and administrations: Bachelor's degree,NOC 1123
Bachelor's degree,Business and commerce and administrations,Professional occupations in business management consulting,2.89,/marketreport/summary-occupation/310/ca,/310/ca,Business and commerce and administrations: Bachelor's degree,NOC 1122
Bachelor's degree,Business and commerce and administrations,Administrative officers,2.62,/marketreport/summary-occupation/12462/ca,/12462/ca,Business and commerce and administrations: Bachelor's degree,NOC 1221
Bachelor's degree,Business and commerce and administrations,"Advertising, marketing and public relations managers",2.57,/marketreport/summary-occupation/12360/ca,/12360/ca,Business and commerce and administrations: Bachelor's degree,NOC 124
Bachelor's degree,Business and commerce and administrations,Retail salespersons,2.54,/marketreport/summary-occupation/20599/ca,/20599/ca,Business and commerce and administrations: Bachelor's degree,NOC 6421
Master's degree,Business and commerce and administrations,Professional occupations in business management consulting,7.62,/marketreport/summary-occupation/310/ca,/310/ca,Business and commerce and administrations: Master's degree,NOC 1122
Master's degree,Business and commerce and administrations,"Banking, credit and other investment managers",3.9,/marketreport/summary-occupation/17461/ca,/17461/ca,Business and commerce and administrations: Master's degree,NOC 122
Master's degree,Business and commerce and administrations,Financial and investment analysts,3.76,/marketreport/summary-occupation/12421/ca,/12421/ca,Business and commerce and administrations: Master's degree,NOC 1112
Master's degree,Business and commerce and administrations,Business development officers and marketing researchers and consultants,3.72,/marketreport/summary-occupation/3916/ca,/3916/ca,Business and commerce and administrations: Master's degree,NOC 4163
Master's degree,Business and commerce and administrations,Information systems analysts and consultants,3.65,/marketreport/summary-occupation/22510/ca,/22510/ca,Business and commerce and administrations: Master's degree,NOC 2171
Master's degree,Business and commerce and administrations,Financial auditors and accountants,3.62,/marketreport/summary-occupation/131/ca,/131/ca,Business and commerce and administrations: Master's degree,NOC 1111
Master's degree,Business and commerce and administrations,"Advertising, marketing and public relations managers",3.54,/marketreport/summary-occupation/12360/ca,/12360/ca,Business and commerce and administrations: Master's degree,NOC 124
Master's degree,Business and commerce and administrations,Other financial officers,3.37,/marketreport/summary-occupation/194/ca,/194/ca,Business and commerce and administrations: Master's degree,NOC 1114
Master's degree,Business and commerce and administrations,Financial managers,2.98,/marketreport/summary-occupation/1225/ca,/1225/ca,Business and commerce and administrations: Master's degree,NOC 111
Master's degree,Business and commerce and administrations,Corporate sales managers,2.8,/marketreport/summary-occupation/26635/ca,/26635/ca,Business and commerce and administrations: Master's degree,NOC 601
College/CEGEP,Other Medical Technologists and Technicians,Medical laboratory technologists,12.31,/marketreport/summary-occupation/4187/ca,/4187/ca,Other Medical Technologists and Technicians: College/CEGEP,NOC 3211
College/CEGEP,Other Medical Technologists and Technicians,Opticians,8.45,/marketreport/summary-occupation/4345/ca,/4345/ca,Other Medical Technologists and Technicians: College/CEGEP,NOC 3231
College/CEGEP,Other Medical Technologists and Technicians,Medical laboratory technicians and pathologists' assistants,6.79,/marketreport/summary-occupation/4210/ca,/4210/ca,Other Medical Technologists and Technicians: College/CEGEP,NOC 3212
College/CEGEP,Other Medical Technologists and Technicians,Other medical technologists and technicians (except dental health),4.97,/marketreport/summary-occupation/4324/ca,/4324/ca,Other Medical Technologists and Technicians: College/CEGEP,NOC 3219
College/CEGEP,Other Medical Technologists and Technicians,Physiotherapists,3.79,/marketreport/summary-occupation/18214/ca,/18214/ca,Other Medical Technologists and Technicians: College/CEGEP,NOC 3142
College/CEGEP,Other Medical Technologists and Technicians,Other technical occupations in therapy and assessment,2.45,/marketreport/summary-occupation/4430/ca,/4430/ca,Other Medical Technologists and Technicians: College/CEGEP,NOC 3237
